Input Name,Input Address,Title,Rating,Reviews,Price Level,Tags
AA Rossini ApS,"Ørnebjergvej 5, 3650 Ølstykke",Restaurant Rossini,"4,1",433,200-300 kr a persona,
THE ITALIAN FOOD COMPANY ApS,"Rysensteensgade 16, 1564 København V",The Italian Food Company Aps,"1,0",,,
Admiralgade 26,"Admiralgade 26, 1066 København K",Admiralgade 26,"4,6",304,,", , , , , , , , , "
NN2 ApS,"Valby Langgade 126, st., 2500 Valby",,,,,
Bone´s Restauranter A/S,"Herlev Hovedgade 17, 2730 Herlev",,,,,
JJ BALLERUP ApS,"Tempovej 1, 2750 Ballerup",,,,,
SM Smart ApS,"Baltorpvej 78, 3. th, 2750 Ballerup",,,,,
Llama,"Lille Kongensgade 12, st., 1074 København K",,,,,
AA TOKMAK ApS,"Kirkevej 174, 2791 Dragør",,,,,
Source Vegan Cakes,"Sallingvej 79, st. th, 2720 Vanløse",,,,,
Cocks & Cows Tivoli Food Hall,"Vesterbrogade 3, 1620 København V",Cocks & Cows Tivoli Food Hall,"3,5",288,100-200 kr a persona,", , , , , , , , , "
Fresh Happy Mex A/S,"Klovtofte, 2630 Taastrup",,,,,
"Dalle Valle Axeltorv, Københavm","Axeltorv 4, 1609 København V",Dalle Valle,"3,9",3.014,,", , , , , , , , , "
Wokka Valby ApS,"Valby Langgade 30, 2500 Valby",WOKKA i Valby (tidl. Ris & Nudler),"4,3",133,200-300 kr a persona,
Trattoria SUD ApS,"Frederiksborggade 27, st. 1, 1360 København K",Trattoria SUD,"4,5",843,,", , , , , , , , , "
Silberbauers Bistro,"Jægersborggade 40, 2200 København N",Silberbauers Bistro,"4,6",235,,", , , , , , , , , "
RESTAURANT KALVØ A/S,"Kalvøvej 20, 3600 Frederikssund",,,,,
Susets køkken,"Hvidovre Strandvej 31H, 2650 Hvidovre","""Susets køkken""","4,0",387,,
SASAA det afrikanske køkken,"Blågårdsgade 2A, 2200 København N",Sasaa,"4,7",385,200-300 kr a persona,", , , , , , , , , "
Open Faced ApS,"Rømersgade 20, st., 1362 København K",Selma,"4,4",1.082,,", , , , , , , , , "
Cafe Katz ApS,"Frederiksholms Kanal 1, 1220 København K",Katz,"4,3",1.214,100-200 kr a persona,", , , , , , , , , "
KiHong North Europe ApS,"Amagerbrogade 44, st., 2300 København S",,,,,
Full Secure ApS,"Vesterbrogade 107, 1620 København V",,,,,
MF Smidt IVS,"C L Ibsens Vej 70, 2820 Gentofte",,,,,
Costa Mediterranea ApS,"Valkendorfsgade 5, kl., 1151 København K",Costa Mediterranea Aps,,,,
Jasmin Rice Amager,"Amagerbrogade 204B, st., 2300 København S",Jasmin Rice,"4,0",430,100-200 kr a persona,", , , , , , , , "
Lava Cafe Restaurant,"Jernbanepladsen 12A, 2800 Kongens Lyngby",,,,,
Gaijin CPH ApS,"Ravnsborggade 19, st. tv, 2200 København N",Hāfu,,,,
Gastronomia Pizza & Bageri,"Hillerødvej 38A, 3300 Frederiksværk",Gastronomia Pizzeria,"3,9",110,1-100 kr a persona,
Falafelkælderen ApS,"Rantzausgade 14, kl., 2200 København N",,,,,
Restaurant Sankt Peder,"Sankt Peders Vej 2, 2900 Hellerup",Værtshus Sankt Peder,"4,4",721,,", , , , , , , , , "
Lærkegård I/S,"Markebækvej 2, 3320 Skævinge",,,,,
Delphine,"Vesterbrogade 40, 1620 København V",Delphine,"4,0",786,,", , , , , , , , , "
Wedo Amager,"Amagerbrogade 82, st., 2300 København S",Wedo Amager,"4,1",93,100-200 kr a persona,", , "
Pixie,"Løgstørgade 2, 2100 København Ø",Café Pixie,"4,0",88,100-200 kr a persona,", , , , "
BRØDDAN GUDHJEM ApS,"Brøddegade 20, 3760 Gudhjem",Restaurant Brøddan,"4,1",680,200-300 kr a persona,", , , , , "
AMAGER DELI ApS,"Øresundsvej 14, 2300 København S",Amager Deli ApS,,,,
RawnRice ApS,"Farum Hovedgade 13, 3520 Farum",Raw ‘N’ Rice,"4,6",132,100-200 kr a persona,
Okkels Køkken ApS,"Stengade 53A, 3000 Helsingør",AUBO,"5,0",8,,
Thairestaurant Ayuttaya ApS,"Griffenfeldsgade 39A, st. tv, 2200 København N",,,,,
Bar kaffe ApS,"Allerød Stationsvej 4A, 3450 Allerød",Bar'kaffe,"4,5",181,1-100 kr a persona,"Tutte, panini"
C-weed,"Bymidten 30, 3500 Værløse",C-Weed Restaurant (Værløse),"4,3",261,200-300 kr a persona,", , , , , "
RHI Catering ApS,"Havnegade 33, 1058 København K",,,,,
Det Luc´s ApS,"Nordre Strandvej 345B, 3100 Hornbæk",Det Luc's,"4,5",75,100-200 kr a persona,", , "
Beghuset ApS,"Strandgade 14, 2791 Dragør",Beghuset Dragør,"4,5",259,100-200 kr a persona,", , , , "
Fly,"Amager Landevej 290, 2770 Kastrup",,,,,Cerca lungo il percorso
Koreansk BBQ ApS,"Hamborg Plads 6, 2150 Nordhavn",Seoul Koreansk B.B.Q - Nordhavn,"4,5",1.418,,", , , , , , , , , "
5ways ApS,"Enghavevej 20A, 1674 København V",,,,,
MamMam ApS,"Bøssemagergade 21, st., 3150 Hellebæk",,,,,
Stacy's Østerbro ApS,"Trianglen 4, 2100 København Ø",Stacy's,"4,0",501,100-200 kr a persona,", , , , , , , , , "
Hallernes Hovedkontor,"Staldgade 34, 1699 København V",,,,,
Mister PHO ApS,"Nørregade 2, 1165 København K",Mr. Pho,"4,6",529,100-200 kr a persona,"Tutte, , , , , , , , , "
Green Lobster ApS,"Maglemosevej 1, 2900 Hellerup",Kardemomme,"4,1",183,,", , , , , , "
Hufu Sushi ApS,"Sølvgade 84, 1307 København K",Hufu running sushi,"4,0",588,,", , , , , , , , "
McDonald's Kastrup,"Kystvejen 1, 2770 Birkerød",McDonald's,"3,1",2.673,,", , , parcheggio, segni, , , , , "
Jagger Copenhagen ApS - Vanløse,"Jernbane Allé 45C, 2720 Vanløse",Jagger Vanløse,"3,9",137,,", , "
OK Thai,"Haraldsgade 3, st. tv, 2200 København N",OK Thai,"4,6",73,,", , , "
PJAK 2020 ApS,"Holmbladsgade 70, 2300 København S",,,,,
Mæxico Vesterbrogade ApS,"Vesterbrogade 58, st., 1620 København V",Mæxico Vesterbro,"4,5",590,,", , , , , , , , , "
V'italian ApS,"Gråbrødretorv 9, kl., 1154 København K",V'italian,"4,6",346,,", , , , , , , , , "
Sejlklubbernes Spisehus ApS,"Skovshoved Havn 9, 2920 Charlottenlund",Sejlklubbernes Spisehus,"4,2",379,,", , , , , , "
MUMA BISTRO,"Cityringen 24, 2630 Taastrup",Muma Taastrup,"2,8",32,,", , "
Cafe A,"Hedeparken 1A, 2750 Ballerup",Cafe A,"3,9",101,,
Hanoi Alley Cuisine,"Nørrebrogade 62A, 2200 København N",Hanoi Alley- Street Food,"4,6",326,,", , , , , , , , , "
SX Kitchen ApS,"Dronningens Tværgade 52, st., 1302 København K",studio x kitchen,"4,6",373,,", , , , , , , , , "
Gastroværk,"Oslo Plads 5, 2100 København Ø",,,,,
GRØD Kontor,"Lykkesholms Allé 8B, st., 1902 Frederiksberg C",,,,,
The Summer ApS,"Nyhavn 65, 1051 København K",Bistro Summér,"4,2",48,,", , , , , , "
Susuki Sushi Restaurant ApS,"Torvet 45A, st. th, 3300 Frederiksværk",,,,,
wiine ApS,"Vendersgade 10, kl. th, 1363 København K",,,,,
Umai Tisvildeleje,"Olskærvej 1, 3220 Tisvildeleje",Restaurant Umai,"4,6",30,,", , "
Foodieformat studio,"Strandlodsvej 63, 2300 København S",,,,,
The Kebab ApS,"Herlev Torv 2, st. 22, 2730 Herlev",Byens Kebab Grill,"3,6",5,,
"Aamanns, Skuespilhuset","Sankt Annæ Plads 36, st., 1250 København K",Aamanns Replik,"3,9",238,,", , , , , , , , , "
Piola ApS,"Thorvaldsensvej 2, 1871 Frederiksberg C",Piola Pastificio,"4,5",76,,", , , , , , , , , "
Street food by mk ApS,"Nørrebrogade 41, 2200 København N",Street food by mk,"4,1",61,,", "
Tårnby Torv Cantina,"Tårnby Torv 5, 2770 Kastrup",,,,,
Cafe Two O Two ApS,"Amagerbrogade 202, st., 2300 København S",Café Two O Two,"3,9",474,,", , , , "
Ta'Tapas ApS,"Rungstedvej 5, 2970 Hørsholm",Ta'Tapas,"4,8",30,100-200 kr a persona,
Den Anden Side ApS (natklub),"Axeltorv 1, 5., 1609 København V",Den Anden Side,"3,1",201,100-200 kr a persona,", , , , , , , , , "
Kala Bar ApS,"Ryesgade 25, 2200 København N",KALA,"4,8",92,,", , , , , , "
Pastalab1,"Refshalevej 167, 1432 København K",,,,,
Green Island CPH ApS,"Tåsingegade 26, 2. th, 2100 København Ø",,,,,
Hooked Halgodt Skovshoved,"Skovshoved Havn 10A, 2920 Charlottenlund",Hooked,"3,8",10,100-200 kr a persona,
Plantan ApS,"Gråbrødretorv 11, 1154 København K",,,,,
BEVIAMO ANCORA ApS,"Nordre Frihavnsgade 58, 2100 København Ø",Beviamo,"4,1",274,,", , , , , , , , , "
Caterly ApS,"Charlotte Ammundsens Plads 3, 1359 København K",,,,,
Italo Bar ApS,"Værnedamsvej 10, st. 3, 1619 København V",,,,,
Sliders Vesterbro,"Enghave Plads 4, st., 1670 København V",Sliders,"4,2",870,,", , , , , , , , , "
Sunset Boulevard Skovlunde,"Mileparken 2, 2740 Skovlunde",Sunset Boulevard,"3,9",917,,", , , , "
Yeerros ApS,"Gothersgade 7, 1123 København K",YEERRO,"4,5",329,,", , , , , , , , , "
Lundgren VIP Vin & Tapas ApS,"Bagerstræde 6, st., 1617 København V",Lundgren V.I.P.,"4,3",556,,", , , , , , , , , "
EspehusKro ApS,"Korsdalsvej 77, 2610 Rødovre",Espehus Kro,"4,0",513,,", , , , , , , , "
Ankh - Food & Catering,"Lygten 2L, 2400 København NV",,,,,
Ramen To Bíiru CPH Airport,"Terminalgade 1, 2770 Kastrup",Ramen to Bíiru,"3,4",224,,", , , , , , , , , "
Propaganda Kitchen ApS,"Grønningen 5, 3., 1270 København K",Propaganda,"4,0",253,,", , , , , , , , , "
Jinhe ApS,"Smørumnedre, 2765 Smørum",,,,,
Social Grill Helsingør,"Strandpromenaden 6, 3000 Helsingør",Social Grill Helsingør,"4,2",64,100-200 kr a persona,
Soho House Copenhagen ApS,"Havnegade 44, 1058 København K",Soho House Copenhagen,"3,4",171,,", , , , , , , , , "
Vestegnens 2620 ApS,"Rypehusene 11, 2620 Albertslund",,,,,
Pasta 4U ApS,"Lyngbygårdsvej 147, 2800 Kongens Lyngby",PASTA4U,"4,7",107,1-100 kr a persona,", "
Yankii ApS,"Blågårdsgade 35, 2200 København N",Yankii sushi,"4,8",273,,", , , , , , , , , "
Bering & Meulengracht ApS,"Tingvej 12, st., 2300 København S",,,,,
Restaurant Passebækgaard,"Bregnerødvej 35, 3250 Gilleleje",Restaurant Passebækgård,"4,3",94,,
Dallas Coffee,"Slagelsegade 2, 2100 København Ø",Dallas Coffee,"4,6",118,,", , , , , , , , , "
Sushi Joint/Victoria ApS,"Amager Strandvej 140B, 2300 København S",Sushi Joint,"4,5",318,,", , , , , , , , , "
Mio,"Falkoner Alle 17, 2000 Frederiksberg",Mio,"4,4",31,1-100 kr a persona,", "
Taa Gastronomia Italiana,"Parkvej 8, st. tv, 2630 Taastrup",Gastronomia Italiana Taastrup,"4,2",235,,
Social Grill Værløse,"Bymidten 42A, 3500 Værløse",Social Grill Værløse,"3,7",48,100-200 kr a persona,
Sunset Boulevard Rødovre,"Rødovre Centrum 1R, st. 141, 2610 Rødovre",Sunset Boulevard,"3,1",217,,
Killer Kebab Borgergade,"Borgergade 18, st., 1300 København K",Killer Kebab - Indre By,"4,5",498,,", , , , , , , , , "
Corsa Pizza,"Göteborg Plads 5, 2150 Nordhavn",Corsa Pizza Nordhavn,"4,1",296,100-200 kr a persona,", , , , , , , , , "
Sufra Restaurant & Cafe,"Nørrebrogade 180B, st. tv, 2200 København N",Sufra,"4,7",402,,", , , , , , , , , "
Feed Bistro ApS,"Vesterbrogade 1P, 1620 København V",Spisestedet FEED,"4,6",918,,", , , , , , , , , "
WEDOFOOD ApS,"Grønnegade 32, st., 1107 København K",,,,,
Hooked Christianshavn,"Torvegade 22, 1400 København K",Hooked Christianshavn,"4,4",604,,", , , , , , , , "
MR Capital Invest ApS,"Højdevej 59, 2300 København S",,,,,
Gotland ApS,"Østerbrogade 224, st. 1, 2100 København Ø",Gotland - Café & winebar,"4,3",201,,", , "
BaneGaarden Venues ApS,"Otto Busses Vej 45, 2450 København SV",Banegaarden,"4,2",976,100-200 kr a persona,", , , , , , , , , "
Hafez Restaurant ApS,"Nordre Fasanvej 45, 2000 Frederiksberg",Hafez Persian restaurant,"3,8",40,,
JL Management Consulting ApS,"Århusgade 79, st. tv, 2100 København Ø",,,,,
Cafe Patina,"Mysundegade 26, 1668 København V",Café Patina,"4,6",301,,", , , , , , , , , "
Bistro FSK ApS,"Slotsgade 6, 3480 Fredensborg",Fredensborg Store Kro,"4,4",639,,
Halifax Amagerbro Torv,"Amagerbro Torv 13, 2300 København S",Halifax Burgers Amager,"4,2",1.081,,", , , , , , , , , "
Havfruen ApS,"Nyhavn 39, 1051 København K",Restaurant Havfruen,"4,3",1.352,,", , , , , , , , , "
Moodfood Co. ApS,"Istedgade 103, 1650 København V",Börger,"4,8",556,100-200 kr a persona,", , , , , , , , , "
Økotorvet ApS,"Møntergade 12, kl., 1116 København K",,,,,
Ai Sushi,"Roskildevej 148A, 2500 Valby",Ai Sushi,"4,7",100,,", , , "
Satang Food ApS,"Åboulevard 51, st. 1, 1960 Frederiksberg C",Satang Thai Bistro,"4,8",436,,", , , , , , , , , "
PARTIGIANO ApS,"Fadet 31, 1799 København V",,,,,
Pizzorante v/ayad,"Finsensvej 43A, 2000 Frederiksberg",,,,,
Sandlinien,"Sandlinien 3, 3770 Allinge",Sandlinien 3,,,,
JAKASH ApS,"Søborg Hovedgade 118B, 2860 Søborg",,,,,
Sunset Boulevard Taastrup,"Helgeshøj Alle 32A, 2630 Taastrup",Sunset Boulevard,"3,7",303,,
Umi Valby kontor,"Vanløse Allé 100, 1., 2720 Vanløse",Umi,"4,5",484,,", , , , , , , , , "
Venner ApS,"Teglgårdstræde 13, 1452 København K",Venner,"4,7",278,,", , , , , , , , , "
Thai Me Food,"Geels Plads 28, 2830 Virum",Thai me food,"4,4",41,100-200 kr a persona,
Nordic Noodle Østerbro ApS,"Østerbrogade 151, st. 2, 2100 København Ø",,,,,
UMI Valby ApS,"Vigerslev Allé 67, 2500 Valby",UMI Sushi Valby,"4,4",289,,", , , , , , , , , "
II Forno Pizza & Restaurant ApS,"Dildhaven 51, 2730 Herlev",Il Forno Pizza & Restaurant,"4,0",419,,
Hviids Vinstue v/ Kenneth Møller,"Kongens Nytorv 19, kl., 1050 København K",Hviids Vinstue,"4,3",1.638,,", , , , , , , , , "
Graziano ApS,"Møllegade 13, 2200 København N",Graziano,"4,7",72,,", , , , , , , "
Sonny Frb ApS,"Frederiksberg Alle 12, 1820 Frederiksberg C",Sonny,"4,2",91,,", , , , , , , , , "
Hanzo Lyngby,"Toftebæksvej 1B, st., 2800 Kongens Lyngby",Hanzō Lyngby,"4,1",94,,", , , "
Bootleggers Nørrebro ApS,"Rantzausgade 22B, 2200 København N",Bootleggers Nørrebro,"4,5",99,,", , , , , "
Aleyna ApS,"Amagerbrogade 209, 2300 København S",,,,,
Yayami sushi & wok,"Jernbane Allé 79, 2720 Vanløse",Yayami sushi & wok,"4,7",187,,", , "
Katsura Herlev ApS,"Herlev Bygade 40, 2730 Herlev",Katsura Sushi,"3,8",251,,", , , , , , "
Aarsdale Røgeri ApS,"Aarsdale, 3740 Svaneke",Aarsdale Røgeri & Bistro,"4,3",400,,", , , , , , , , "
Restaurant Charlottenlund Fort ApS,"Strandvejen 148, 2920 Charlottenlund",Restaurant Charlottenlund Fort,"4,3",616,,", , , , , , , , , "
Lynæs Fisk & Steakhouse,"Lynæs Havnevej 12, 3390 Hundested",Lynæs Fisk & Steakhouse,"4,0",475,,", , "
Smeralda Frederiksberg ApS,"Peter Bangs Vej 97, 2000 Frederiksberg",Gastronomia Smeralda Frederiksberg,"4,3",38,,
Restaurant Amager RA ApS,"Amagerbrogade 264, 2300 København S",RA,"4,1",99,,", "
Den Heldige Fisker ApS,"Høje Taastrup, 2630 Taastrup",Den heldige fisker,"4,6",53,,", , "
Food Club Amager,"Reberbanegade 3, 2300 København S",Food Club Amager,"4,3",19,,
Sommersko,"Palægade 6, st., 1261 København K",Café Sommersko,"2,9",230,,", , , , , , , , , "
Tvendehus,"Strandvejen 819, 2930 Klampenborg",Café Tvendehus,"4,5",67,,
Pizza Otto,"Værnedamsvej 18, st. th, 1619 København V",Otto Pizza Værnedamsvej,"4,1",194,100-200 kr a persona,", , , , , , , , , "
Madklubben Stormgade ApS,"H.C. Andersens Boulevard 33, st. tv, 1553 København V",,,,,
Donna,"Vester Voldgade 25, st., 1552 København V",Donna Restaurant,"4,2",234,,", , , , , , , , , "
Restaurant Mosob,"Griffenfeldsgade 9, 2200 København N",Mosob Restaurant - Eritrean & Ethiopian Restaurant,"4,8",297,,", , , , , , , , , "
Funke,"Blegdamsvej 2, 2200 København N",Funke,"3,8",207,,", , , , , , "
Vaca Amager,"Øresundsvej 1, st., 2300 København S",Vaca,"3,2",55,,", , , , "
Omos Pizza ApS,"Nørrebakken 1, 3070 Snekkersten",Omo's Pizza & grill,"4,1",256,,
YC Food ApS,"Damhustorvet 3, 2610 Rødovre",,,,,
Judie Nyhavn,"Nyhavn 26, 1051 København K",Judie,"4,6",96,,", , , , , , , , , "
Madklubben Lyngby ApS,"Kanalvej 3, 2800 Kongens Lyngby",Madklubben Lyngby,"4,1",280,,", , , , , , , , "
enogtredive100 ApS,"Vesterbrogade 87, kl. 1, 1620 København V",,,,,
Stefan ApS,"Jagtvej 127, 2200 København N",,,,,
Vadstrup ApS,"Søndervangs Allé 52B, 2500 Valby",,,,,
Huset kaffe og køkken ApS,"Nørrebrogade 183, 2200 København N",Kaffehuset,"4,2",834,,", , , , , , , , , "
NC spisekammeret ApS,"Havnepladsen 1, 3000 Helsingør",Spisekammeret,,,,
RIZ RAZ CPH ApS,"Store Kannikestræde 19, 1169 København K",Riz Raz,"4,2",2.994,,", , , , , , , , , "
AB Mad ApS,"Grønnegade 1, 2970 Hørsholm",,,,,
Saradee ApS,"Fiolstræde 30, 1171 København K",,,,,
Camping Boltensgård,"Gothersgade 8F, st., 1123 København K",Camping Boltens Gård,"4,2",44,,", , , , "
Hart Islands Brygge,"Islands Brygge 23, st. th, 2300 København S",Hart Bakery,"4,7",83,1-100 kr a persona,", , , , , , , , , "
WULFF & KONSTALI Bellevue,"Strandvejen 449, st., 2930 Klampenborg",Wulff & Konstali - Bellevue,"4,3",71,,", , , , , , , , , "
WEDOGREENS ApS,"Strandvejen 153, 2900 Hellerup",,,,,
Mina Istanbul Ballerup ApS,"Baltorpvej 22, 2750 Ballerup",MİNA ETLİEKMEK BALLERUP,"4,2",36,,
R.B.F. ApS,"Store Torvegade 21, 3700 Rønne",,,,,
Restauranten SOWE,"Århusgade 128E, 2150 Nordhavn",,,,,
Yves at Park Lane ApS,"Strandvejen 203, 2900 Hellerup",Yves at Park Lane,"4,8",28,,
Texture ApS,"Sølvgade 86, kl. tv, 1307 København K",Texture,"5,0",31,,", , , "
Muxi ApS,"Odensegade 3, st., 2100 København Ø",,,,,
Kilinc ApS,"Frederiksborgvej 4, st. tv, 2400 København NV",,,,,
GOURMET BURGER OG SMOOTHIE BAR APS,"Martha Christensens Vej 45, 2300 København S",MoMo Burger CPH,"4,7",208,,", , , , , , , , , "
Nybro Kro ApS,"Nybrovej 376, 2800 Kongens Lyngby",New Bridge Inn,"4,1",539,,", "
Elza ApS,"Århusgade 130, st., 2150 Nordhavn",,,,,
Ramen World,"Bramstræde 2E, 3000 Helsingør",Ramen world,"4,6",98,,", , , , , , , "
Arhaan Thai Taastrup,"Taastrup Hovedgade 64, st. th, 2630 Taastrup",Arhaan Thai,"4,4",110,,", , "
Enghave Plads 9 ApS,"Enghave Plads 9, st. tv, 1670 København V",Enghave Plads 9,"4,2",57,,", "
DD Thai Food ApS,"Valdemarsgade 46, 1665 København V",D. D. Thai Take Away,"4,4",152,,", , "
Palmarès ApS,"Marmorvej 21, st. tv, 2100 København Ø",Palmares Bike Café & Bike Shop,"4,7",44,,
McDonald's Herlev,"Mileparken 39, 2730 Birkerød",McDonald's,"3,5",2.048,,", , , , , , "
Nissens Cafe I/S v/Ince og Bekir Secilmis,"Nørre Torv 2, 3060 Espergærde",Nissen's Cafe,"4,3",182,,
RESTAURANT ROMARIN v/Mohamed El Bakkeli,"Ryesgade 90, 2100 København Ø",Restaurant Romarin,"3,8",188,,", , , , , , , , "
FAMO ApS,"Saxogade 3, 1662 København V",FAMO Saxo,"4,4",521,,", , , , , , , , , "
STICKS 'N' SUSHI A/S,"Nansensgade 59, 1366 København K",,,,,
Cafe Lille Peter,"Stefansgade 14, 2200 København N",Cafe Lille Peter,"4,1",143,,", , , , "
KHK Service ApS,"Kapelvej 51, 2200 København N",,,,,
Il Gabbiano restaurant og café ApS,"Skovshoved Havn 1B, 2920 Charlottenlund",Il Gabbiano,"4,0",423,,", , , , , , , "
RESTAURANT DONG YUAN V/XINRONG YE,"Holbergsgade 17, 1057 København K",Dong Yuan,"4,0",375,,", , , , , , , , , "
CAFE VICTORIA HVIDOVRE ApS,"Hvidovrevej 261C, 2650 Hvidovre",Cafe Victoria – Hvidovre,"4,0",898,100-200 kr a persona,", , , , "
Nyu Sakura v/Jin-Ming Weng,"H.C. Ørsteds Vej 68, 1879 Frederiksberg C",Nyu Sakura,"4,1",500,,", , , , , , , , , "
Madklubben København,"Store Kongensgade 66, kl., 1264 København K",Madklubben Copenhagen,"4,2",1.035,,", , , , , , , , , "
Krall Kebab House ApS,"Hovedgaden 494, 2640 Hedehusene",Kral Kebab House,"4,0",267,,
Cafe Naples ApS,"Søllerød, 2840 Holte",Pizza Naples,"4,5",136,100-200 kr a persona,", "
McDonald's Kongens Nytorv,"Kongens Nytorv 17, st., 1050 København K",McDonald's,"3,2",3.729,,", , , , , , , , , "
Restaurant Sen Xing og Birkerød Kro v/Ji Jie Chen,"Hovedgaden 40C, 3460 Birkerød",Restaurant Sen Xing & Birkerød Pub,"4,1",368,,", , "
Cafe Moccador v/Fejsal Dalipi,"Falkoner Alle 23, 2000 Frederiksberg",Café Moccador,"4,0",710,,", , , , , , , , "
Restaurant Amarone v/Sami Ramadani,"Amtsvej 3A, 3450 Allerød",,,,,
Helsingørs kongelig privilegerede Skydeselskabs Selskabslokaler,"Stengade 46, 3000 Helsingør",,,,,
BEYTI ApS,"Blågårdsgade 1, 2200 København N",Beyti,"3,9",741,100-200 kr a persona,", , , , , , , , , "
SACHI SUSHI HELSINGØR ApS,"Stjernegade 18, st., 3000 Helsingør",,,,,
Esmée,"Kongens Nytorv 8, 1050 København K",Esmée,"4,1",389,,", , , , , , , , , "
RIVA PIZZA BURGER & STEAKHOUSE ApS,"Blichersvej 57A, 3000 Helsingør",Riva Pizza,"4,2",147,,
Tivolihallen v/Helle Halkjær Vogt,"Vester Voldgade 91, 1552 København V",Tivolihallen,"4,3",784,,", , , , , , , , , "
RESTAURANT GRØNNEGADE 39 ApS,"Grønnegade 39, 1107 København K",Restaurant Grønnegade,"4,4",418,,", , , , , , , , , "
Restaurant Hai Long v/J Jin,"Bymidten 58, 3500 Værløse",,,,,
A R C H COPENHAGEN ApS,"Nørregade 41, 1165 København K",Arch,"2,9",323,,", , , , , , , , , "
Alberstlund cafe og restaurant v/Halil Polat,"Bygangen 7, 2620 Albertslund",,,,,
FAMO METRO ApS,"Øster Søgade 114, 2100 København Ø",Famo Metro,"4,4",369,,", , , , , , , , "
Tivoli A/S - Nimb Brasseriet,"Vesterbrogade 3, 1620 København V",Giardini di Tivoli,"4,5",83.356,,", , , , , , , , , , , , , "
Cafe Emil Valby ApS,"Annexstræde 3, 2500 Valby",Café Emil,"3,7",726,,", , , , , "
CAOS ApS,"Gl Hellebækvej 73, 3000 Helsingør",,,,,
French Chicken Bagsværd ApS,"Bagsværd Hovedgade 125, 2880 Bagsværd",French Chicken Pizza & Grill,"3,3",10,,
Work v/Christian Kammersgaard,"Henriksparken 3, 3070 Snekkersten",,,,,
Soundtrack Café,"Baldersgade 65, 2200 København N",Soundtrack Cafe,"4,9",54,1-100 kr a persona,
Bar No. 5,"Stationsvej 5E, 3550 Slangerup",Bar No. 5,"3,4",7,,
Café On The Six ApS,"Valby Tingsted 6, st. th, 2500 Valby",,,,,
Oha Bistro and Cafe,"Valby Torvegade 2, 2500 Valby",Oha - Valby,"4,6",345,,", , , , , , , , , "
My Kebab ApS,"Nørrebrogade 185, 2200 København N",My Kebab,"4,8",25,1-100 kr a persona,
Ramen Hokkaido City,"Sølvgade 84, st. th, 1307 København K",,,,,
Sn Food ApS,"Hvissinge Torv 1, 2600 Glostrup",,,,,
AMOY 45 ApS,"Havdrupvej 19, st. th, 2700 Brønshøj",,,,,
Den Lille Gule Kaffebar,"Mikkel Bryggers Gade 7 - 9, 1460 København K",The Little Yellow Coffee Bar,"4,5",715,,", , , , , , , , , "
Noah Bistro ApS,"Nygade 1, 3600 Frederikssund",Café Noah,"3,8",136,,
Yobi Sushi I/S,"Vallensbæk Stationstorv 29, 2665 Vallensbæk Strand",Yobi Sushi,"4,3",381,,", , "
Vinoria Lilo House,"Gammel Mønt 33, 1117 København K",Vinoria Lilo,"4,1",172,,", , , , , , , , , "
Gaffel ApS,"Banegårdspladsen 10, 2750 Ballerup",,,,,
LETT Vesterbrogade 48,"Vesterbrogade 48, st. tv, 1620 København V",Lett,"4,9",9,,
LETT Frederiksberggade 10,"Frederiksberggade 10, 1459 København K",Lett Frederiksberggade,"2,9",17,,
Kohinoor / Ramita,"Glumsøvej 44, 2700 Brønshøj",,,,,
Jinsei,"Robert Jacobsens Vej 66, 8. p8, 2300 København S",,,,,
Ekkodalshuset,"Ekkodalsvejen 5, 3720 Aakirkeby",Restaurant Ekkodalshuset,"4,5",2.721,,", , , , , , , , , "
Sams Pita ApS,"Strandboulevarden 57, 2100 København Ø",Sam's Pita Kebab,,,,
gorm's Amagerbrogade ApS,"Amagerbrogade 82, st., 2300 København S",,,,,
Botans Pizza,"Gammel Køge Landevej 286, st. th, 2650 Hvidovre",Botan's Pizza & Burger House,"3,4",99,,
